frame_1,frame_2,optical_flow_score
frame_0198.png,frame_0199.png,0.30932894
frame_0199.png,frame_0200.png,0.29723713
frame_0200.png,frame_0201.png,0.29543447
frame_0201.png,frame_0202.png,0.29572183
frame_0202.png,frame_0203.png,0.27921078
frame_0203.png,frame_0204.png,0.27332127
frame_0204.png,frame_0205.png,0.27838102
frame_0205.png,frame_0206.png,0.26747048
frame_0206.png,frame_0207.png,0.2641448
frame_0207.png,frame_0208.png,0.24941197
frame_0208.png,frame_0209.png,0.25408715
frame_0209.png,frame_0210.png,0.27247304
frame_0210.png,frame_0211.png,0.274365
frame_0211.png,frame_0212.png,0.25281468
frame_0212.png,frame_0213.png,0.24718946
frame_0213.png,frame_0214.png,0.2548809
frame_0214.png,frame_0215.png,0.24815382
frame_0215.png,frame_0216.png,0.2527533
frame_0216.png,frame_0217.png,0.26872012
frame_0217.png,frame_0218.png,0.26938614
frame_0218.png,frame_0219.png,0.25547987
frame_0219.png,frame_0220.png,0.28439063
frame_0220.png,frame_0221.png,0.31688005
frame_0221.png,frame_0222.png,0.30605668
frame_0222.png,frame_0223.png,0.29377863
frame_0223.png,frame_0224.png,0.29521844
frame_0224.png,frame_0225.png,0.30294156
frame_0225.png,frame_0226.png,0.31777465
frame_0226.png,frame_0227.png,0.29016107
frame_0227.png,frame_0228.png,0.299725
frame_0228.png,frame_0229.png,0.29861614
frame_0229.png,frame_0230.png,0.27882493
frame_0230.png,frame_0231.png,0.2785365
frame_0231.png,frame_0232.png,0.27044347
frame_0232.png,frame_0233.png,0.27092114
frame_0233.png,frame_0234.png,0.2699439
frame_0234.png,frame_0235.png,0.25855333
frame_0235.png,frame_0236.png,0.24893212
frame_0236.png,frame_0237.png,0.23969579
frame_0237.png,frame_0238.png,0.24749354
frame_0238.png,frame_0239.png,0.24550578
frame_0239.png,frame_0240.png,0.23405544
frame_0240.png,frame_0241.png,0.25784838
frame_0241.png,frame_0242.png,0.23278661
frame_0242.png,frame_0243.png,0.25094897
frame_0243.png,frame_0244.png,0.21989052
frame_0244.png,frame_0245.png,0.22053422
frame_0245.png,frame_0246.png,0.23851568
frame_0246.png,frame_0247.png,0.24110766
frame_0247.png,frame_0248.png,0.23490895
frame_0248.png,frame_0249.png,0.23883064
frame_0249.png,frame_0250.png,0.2958283
frame_0250.png,frame_0251.png,0.23537998
frame_0251.png,frame_0252.png,0.2695442
frame_0252.png,frame_0253.png,0.27296767
frame_0253.png,frame_0254.png,0.24229601
frame_0254.png,frame_0255.png,0.27541354
frame_0255.png,frame_0256.png,0.28872386
frame_0256.png,frame_0257.png,0.23956725
frame_0257.png,frame_0258.png,0.24583204
frame_0258.png,frame_0259.png,0.25833118
frame_0259.png,frame_0260.png,0.29810178
frame_0260.png,frame_0261.png,0.3380641
frame_0261.png,frame_0262.png,0.38172892
frame_0262.png,frame_0263.png,0.3835998
frame_0263.png,frame_0264.png,0.348699
frame_0264.png,frame_0265.png,0.30859765
frame_0265.png,frame_0266.png,0.30312777
frame_0266.png,frame_0267.png,0.3234887
frame_0267.png,frame_0268.png,0.36287794
frame_0268.png,frame_0269.png,0.37902954
frame_0269.png,frame_0270.png,0.4092821
frame_0270.png,frame_0271.png,0.40136293
frame_0271.png,frame_0272.png,0.3528546
frame_0272.png,frame_0273.png,0.30734083
frame_0273.png,frame_0274.png,0.29052442
frame_0274.png,frame_0275.png,0.32079735
frame_0275.png,frame_0276.png,0.35380402
frame_0276.png,frame_0277.png,0.32848752
frame_0277.png,frame_0278.png,0.3191423
frame_0278.png,frame_0279.png,0.2743143
frame_0279.png,frame_0280.png,0.25455427
frame_0280.png,frame_0281.png,0.28375322
frame_0281.png,frame_0282.png,0.34179094
frame_0282.png,frame_0283.png,0.36413786
frame_0283.png,frame_0284.png,0.35773656
frame_0284.png,frame_0285.png,0.3523476
frame_0285.png,frame_0286.png,0.33020645
frame_0286.png,frame_0287.png,0.29808417
frame_0287.png,frame_0288.png,0.30767158
frame_0288.png,frame_0289.png,0.34673074
frame_0289.png,frame_0290.png,0.35381174
frame_0290.png,frame_0291.png,0.31547272
frame_0291.png,frame_0292.png,0.3056114
frame_0292.png,frame_0293.png,0.33815688
frame_0293.png,frame_0294.png,0.3618598
frame_0294.png,frame_0295.png,0.44391796
frame_0295.png,frame_0296.png,0.48716486
frame_0296.png,frame_0297.png,0.45729482
frame_0297.png,frame_0298.png,0.39637586
frame_0298.png,frame_0299.png,0.36367947
frame_0299.png,frame_0300.png,0.3782433
frame_0300.png,frame_0301.png,0.44595858
frame_0301.png,frame_0302.png,0.35521308
frame_0302.png,frame_0303.png,0.33093467
frame_0303.png,frame_0304.png,0.26295334
frame_0304.png,frame_0305.png,0.36184916
frame_0305.png,frame_0306.png,0.44319525
frame_0306.png,frame_0307.png,0.43374875
frame_0307.png,frame_0308.png,0.26571932
frame_0308.png,frame_0309.png,0.30161244
frame_0309.png,frame_0310.png,0.3553208
frame_0310.png,frame_0311.png,0.39083204
frame_0311.png,frame_0312.png,0.3824987
frame_0312.png,frame_0313.png,0.3201399
frame_0313.png,frame_0314.png,0.31418562
frame_0314.png,frame_0315.png,0.3801053
frame_0315.png,frame_0316.png,0.34231696
frame_0316.png,frame_0317.png,0.30951124
frame_0317.png,frame_0318.png,0.35117012
frame_0318.png,frame_0319.png,0.33037722
frame_0319.png,frame_0320.png,0.28449523
frame_0320.png,frame_0321.png,0.28321537
frame_0321.png,frame_0322.png,0.2658746
frame_0322.png,frame_0323.png,0.27735028
frame_0323.png,frame_0324.png,0.2527514
frame_0324.png,frame_0325.png,0.29430962
frame_0325.png,frame_0326.png,0.3164964
frame_0326.png,frame_0327.png,0.38446203
frame_0327.png,frame_0328.png,0.41423672
frame_0328.png,frame_0329.png,0.42839986
frame_0329.png,frame_0330.png,0.3863483
frame_0330.png,frame_0331.png,0.38587812
frame_0331.png,frame_0332.png,0.3525628
frame_0332.png,frame_0333.png,0.38145036
frame_0333.png,frame_0334.png,0.3560565
frame_0334.png,frame_0335.png,0.34689653
frame_0335.png,frame_0336.png,0.2573784
frame_0336.png,frame_0337.png,0.3033941
frame_0337.png,frame_0338.png,0.4363298
frame_0338.png,frame_0339.png,0.49909315
frame_0339.png,frame_0340.png,0.46902573
frame_0340.png,frame_0341.png,0.3729856
frame_0341.png,frame_0342.png,0.28684843
frame_0342.png,frame_0343.png,0.3020415
frame_0343.png,frame_0344.png,0.34155872
frame_0344.png,frame_0345.png,0.35942185
frame_0345.png,frame_0346.png,0.40550306
frame_0346.png,frame_0347.png,0.41832364
frame_0347.png,frame_0348.png,0.4890838
frame_0348.png,frame_0349.png,0.3930356
frame_0349.png,frame_0350.png,0.35837427
frame_0350.png,frame_0351.png,0.45925823
frame_0351.png,frame_0352.png,0.4260337
frame_0352.png,frame_0353.png,0.32194078
frame_0353.png,frame_0354.png,0.3908751
frame_0354.png,frame_0355.png,0.4024613
frame_0355.png,frame_0356.png,0.36310512
frame_0356.png,frame_0357.png,0.29640216
frame_0357.png,frame_0358.png,0.25171232
frame_0358.png,frame_0359.png,0.26291502
frame_0359.png,frame_0360.png,0.3125731
frame_0360.png,frame_0361.png,0.3560481
frame_0361.png,frame_0362.png,0.36873302
frame_0362.png,frame_0363.png,0.39010936
frame_0363.png,frame_0364.png,0.37056974
frame_0364.png,frame_0365.png,0.37331685
frame_0365.png,frame_0366.png,0.36011967
frame_0366.png,frame_0367.png,0.35101143
frame_0367.png,frame_0368.png,0.32694486
frame_0368.png,frame_0369.png,0.3511575
frame_0369.png,frame_0370.png,0.35503635
frame_0370.png,frame_0371.png,0.3542665
frame_0371.png,frame_0372.png,0.33075306
frame_0372.png,frame_0373.png,0.3646108
frame_0373.png,frame_0374.png,0.4029125
frame_0374.png,frame_0375.png,0.3825935
frame_0375.png,frame_0376.png,0.36013576
frame_0376.png,frame_0377.png,0.31177175
frame_0377.png,frame_0378.png,0.29651037
frame_0378.png,frame_0379.png,0.28777254
frame_0379.png,frame_0380.png,0.2866866
frame_0380.png,frame_0381.png,0.2610277
frame_0381.png,frame_0382.png,0.24780123
frame_0382.png,frame_0383.png,0.30898127
frame_0383.png,frame_0384.png,0.33722726
frame_0384.png,frame_0385.png,0.39723527
frame_0385.png,frame_0386.png,0.44583845
frame_0386.png,frame_0387.png,0.4545889
frame_0387.png,frame_0388.png,0.43605766
frame_0388.png,frame_0389.png,0.38674286
