frame_1,frame_2,optical_flow_score
frame_0311.png,frame_0312.png,0.40318266
frame_0312.png,frame_0313.png,0.3291428
frame_0313.png,frame_0314.png,0.32815966
frame_0314.png,frame_0315.png,0.39020202
frame_0315.png,frame_0316.png,0.35924995
frame_0316.png,frame_0317.png,0.31906024
frame_0317.png,frame_0318.png,0.36063695
frame_0318.png,frame_0319.png,0.329723
frame_0319.png,frame_0320.png,0.28455648
frame_0320.png,frame_0321.png,0.2775375
frame_0321.png,frame_0322.png,0.27551866
frame_0322.png,frame_0323.png,0.26638654
frame_0323.png,frame_0324.png,0.26511848
frame_0324.png,frame_0325.png,0.29264805
frame_0325.png,frame_0326.png,0.33905908
frame_0326.png,frame_0327.png,0.38780168
frame_0327.png,frame_0328.png,0.4457894
frame_0328.png,frame_0329.png,0.46289188
frame_0329.png,frame_0330.png,0.423808
frame_0330.png,frame_0331.png,0.36540705
frame_0331.png,frame_0332.png,0.36890957
frame_0332.png,frame_0333.png,0.39218736
frame_0333.png,frame_0334.png,0.3885406
frame_0334.png,frame_0335.png,0.35655218
frame_0335.png,frame_0336.png,0.26398844
frame_0336.png,frame_0337.png,0.32185733
frame_0337.png,frame_0338.png,0.46657068
frame_0338.png,frame_0339.png,0.5384592
frame_0339.png,frame_0340.png,0.51297015
frame_0340.png,frame_0341.png,0.40134642
frame_0341.png,frame_0342.png,0.30044475
frame_0342.png,frame_0343.png,0.29174224
frame_0343.png,frame_0344.png,0.34885746
frame_0344.png,frame_0345.png,0.3863156
frame_0345.png,frame_0346.png,0.43098208
frame_0346.png,frame_0347.png,0.45260027
frame_0347.png,frame_0348.png,0.5155156
frame_0348.png,frame_0349.png,0.42539287
frame_0349.png,frame_0350.png,0.3628161
frame_0350.png,frame_0351.png,0.48172364
frame_0351.png,frame_0352.png,0.45717612
frame_0352.png,frame_0353.png,0.3247908
frame_0353.png,frame_0354.png,0.4133682
frame_0354.png,frame_0355.png,0.42274135
frame_0355.png,frame_0356.png,0.36900166
frame_0356.png,frame_0357.png,0.29880047
frame_0357.png,frame_0358.png,0.25301203
frame_0358.png,frame_0359.png,0.26239157
frame_0359.png,frame_0360.png,0.31947574
frame_0360.png,frame_0361.png,0.37140304
frame_0361.png,frame_0362.png,0.40068075
frame_0362.png,frame_0363.png,0.39596233
frame_0363.png,frame_0364.png,0.36619222
frame_0364.png,frame_0365.png,0.37654623
frame_0365.png,frame_0366.png,0.38396105
frame_0366.png,frame_0367.png,0.34936583
frame_0367.png,frame_0368.png,0.3392867
frame_0368.png,frame_0369.png,0.37016982
frame_0369.png,frame_0370.png,0.375432
frame_0370.png,frame_0371.png,0.36276245
frame_0371.png,frame_0372.png,0.3356425
frame_0372.png,frame_0373.png,0.3713315
frame_0373.png,frame_0374.png,0.4203991
frame_0374.png,frame_0375.png,0.38061014
frame_0375.png,frame_0376.png,0.35874832
frame_0376.png,frame_0377.png,0.315631
frame_0377.png,frame_0378.png,0.30578166
frame_0378.png,frame_0379.png,0.28313872
frame_0379.png,frame_0380.png,0.28616896
frame_0380.png,frame_0381.png,0.25508505
frame_0381.png,frame_0382.png,0.25065044
frame_0382.png,frame_0383.png,0.30174044
frame_0383.png,frame_0384.png,0.34657076
frame_0384.png,frame_0385.png,0.3985055
frame_0385.png,frame_0386.png,0.44799417
frame_0386.png,frame_0387.png,0.4736328
frame_0387.png,frame_0388.png,0.45825046
frame_0388.png,frame_0389.png,0.39657283
